status	feature1	feature2	feature3	feature4	feature5	feature6	feature7	feature8	feature9	feature10	feature11	feature12	feature13	feature14	feature15	feature16	feature17	feature18	feature19	feature20	feature21	feature22	feature23	feature24	feature25	feature26	feature27	feature28	feature29	feature30	feature31	feature32	feature33	feature34	feature35	feature36	feature37	feature38	feature39	feature40	feature41	feature42	feature43	feature44	feature45	feature46	feature47	feature48	feature49	feature50	feature51	feature52	feature53	feature54	feature55	feature56	feature57	feature58	feature59	feature60	feature61	feature62	feature63	feature64	feature65	feature66	feature67	feature68	feature69	feature70	feature71	feature72	feature73	feature74	feature75	feature76	feature77	feature78	feature79	feature80	feature81	feature82	feature83	feature84	feature85	feature86	feature87	feature88	feature89	feature90	feature91	feature92	feature93	feature94	feature95	feature96	feature97	feature98	feature99	feature100
Control	 38.61	 48.877	 79.11	 83.0806	 47.99	 31.57976	  6.56	 97.750	 91.291	 70.66	 48.302	 26.794	 62.00	 61.90	 65.901	 64.8746	  9.266	 69.550	 53.25	  6.96	 78.908	 92.261	 82.045	 68.7671	 30.03	 81.4	 10.741	 45.18	 35.13	 29.74	  4.88	 98.20	 78.958	 96.23	 36.83	 27.80	 42.00	 65.12	 79.01	 63.825	 50.15	 51.42	 15.659	 32.43	  6.920	 27.94	 38.00	 96.18	 88.32	 65.02	 50.29	 91.29	 81.25	 69.69	 57.27	 78.41	 24.21	 86.63	 50.48	 59.27	 31.701	 95.71	 61.41	 70.351	  7.100	 18.5362	 73.82	 23.87	 23.20	 20.42	 46.332	 97.95	 45.50	 35.774	 13.160	 92.792	 47.47	 96.65	 80.485	 12.31	 73.77	  8.2879	 41.46	 90.2031	 14.09	 14.712	 52.85	 70.56	 49.49	 50.511	 49.085	 44.854	 63.40	 84.51	 71.028	 61.599	 51.549	 84.249	 35.01	 17.14
Case	  1.34	 14.925	 59.97	 48.1999	 43.74	 35.62254	 62.70	  9.775	 39.510	 83.83	 39.914	 50.477	  3.17	 38.48	 10.697	 95.1363	 57.453	 51.678	 42.20	 90.71	 56.850	 46.652	 68.494	  7.6489	  7.26	 99.1	 56.278	 22.45	 48.74	 47.64	 14.75	 46.25	 59.663	 85.23	 30.81	 92.34	 83.70	 88.41	 22.51	 31.131	 37.58	 39.02	 86.584	 24.05	 94.623	 35.46	  3.38	 45.19	 87.71	 57.76	  9.41	 30.46	  4.45	 68.37	 35.91	 17.57	 42.48	 30.31	 54.69	 27.70	 97.442	  6.09	 57.10	 67.247	  3.243	  9.7395	 35.36	 84.12	 66.09	 90.19	 41.673	 20.24	 69.26	 35.218	 98.897	  3.186	 48.70	 92.08	 65.709	 90.52	 83.36	 37.6089	 53.32	 73.1268	  7.84	 87.053	 54.30	 40.94	 49.60	 95.146	 69.691	 18.951	 70.10	 56.60	 19.103	  4.052	 78.808	 54.272	  0.61	 77.03
Case	 38.24	 35.706	 91.01	 84.1746	 96.60	 91.43599	 49.05	 61.193	 38.186	 23.96	  1.621	 18.859	 46.14	 52.33	 14.838	 97.3984	 57.546	 44.331	 51.70	 99.23	 77.844	 99.641	 88.339	 59.9730	 59.29	 78.8	 12.354	 24.90	 89.92	 25.64	 81.50	 51.72	 35.667	 72.53	 84.84	 78.60	 88.32	 30.31	 13.54	 69.272	 25.71	 90.57	 57.150	 77.30	 74.850	 12.42	  3.69	  8.83	 17.01	 25.72	 63.57	 16.59	 73.70	 73.01	 87.18	  7.73	 60.85	 39.47	 63.51	 32.03	 76.831	 53.18	 42.07	 45.063	 58.521	 84.4372	 54.26	 48.51	 63.21	  9.40	 33.082	 95.21	 90.07	 52.770	 24.687	 48.706	 30.00	 31.09	 15.383	 43.91	 87.81	 49.3716	 73.53	 92.2036	 30.39	 25.867	 59.10	 78.92	 88.37	 89.064	 78.133	 27.333	 46.56	 13.86	 73.784	 96.266	  5.906	 11.997	 81.45	 88.20
Case	 86.97	 96.264	 56.04	 51.3702	 14.19	 27.44015	 97.10	 52.762	 96.750	 77.08	 12.508	 43.943	 33.00	 68.72	 92.776	 76.4767	 94.422	 21.613	 74.52	  6.41	 71.323	 21.392	 11.192	 63.0148	 53.29	 56.4	 22.789	  3.15	 68.16	 81.06	 16.10	 53.99	 75.871	 65.59	  2.82	 50.22	 62.19	 49.15	 29.27	 67.462	 47.83	 44.70	 71.441	 35.86	 65.599	 41.68	 53.64	 95.87	 94.55	 32.44	 13.27	 89.34	 94.84	  1.27	 26.18	 12.30	  5.07	 33.92	 45.59	 34.68	 10.001	 16.52	 40.44	  8.015	 40.297	 17.2153	 69.37	 44.62	  9.49	 50.72	 29.904	 92.97	 30.09	 66.216	 86.572	 40.045	 61.02	 36.99	 93.866	 50.37	 69.42	 18.3001	 93.91	 73.8843	 80.70	  9.355	 94.19	 56.78	 81.19	 40.484	 16.843	 84.035	 80.19	 41.85	  3.777	 90.509	 24.889	 88.792	  0.12	 54.91
Control	 34.03	 13.237	 75.57	 52.9778	 95.50	 43.33381	 36.22	 81.737	 84.866	 35.59	 39.815	 66.982	 63.35	  7.85	 47.637	 47.4810	 21.899	 32.138	 47.87	 67.51	 66.905	 21.476	 77.883	  4.6635	 23.80	 42.3	 42.252	  6.41	 16.07	 46.94	  7.04	 61.17	 26.105	 53.89	 52.45	 42.09	  6.50	 24.20	  2.88	 75.820	 46.92	 83.60	 41.150	 81.63	 21.644	 42.05	 79.96	 52.34	 15.25	 36.81	 51.51	 72.53	 10.34	  5.05	 48.52	 32.88	 98.54	 17.82	 65.51	 57.42	 37.615	 60.83	 68.84	 22.560	 49.889	  2.4965	 50.57	 78.23	 31.43	 19.68	 88.705	 96.79	 65.91	 60.684	 59.154	 17.051	 22.85	 40.06	 55.793	 31.98	 93.49	 15.2885	 23.57	 24.0667	 20.80	 10.756	 86.39	 38.86	 17.47	 92.527	 20.723	 57.231	 32.01	 23.91	 23.294	 30.996	  7.045	 18.254	 20.07	 27.77
Case	 48.21	  1.041	 37.92	 56.7112	 44.47	 52.17735	 68.00	 20.810	 20.061	 53.56	 50.492	 24.088	 42.31	 81.13	 49.856	  4.8148	 47.800	 88.717	 39.72	 33.09	 93.471	 17.822	 62.101	 31.9513	 82.32	 84.3	 14.258	 85.97	 36.61	 60.58	 17.94	 39.43	 49.398	 91.25	  3.76	 55.31	  4.77	 51.68	 32.47	 84.126	 62.92	 73.76	 98.051	 55.33	 39.243	 17.88	 74.88	  0.22	 67.43	 35.84	 66.79	 33.89	 25.73	  9.63	 35.71	 31.01	 21.08	 73.67	 74.14	 93.80	  5.951	 48.21	 58.61	  1.507	 89.505	 57.2963	 23.90	 51.43	 67.36	 49.75	  5.247	 25.08	  9.56	 24.053	 32.645	 18.184	 72.25	  5.90	 23.934	 73.39	  8.62	 66.9005	 95.61	 10.6779	 66.79	 49.964	 70.38	 19.72	 75.97	 47.617	 25.762	 13.035	 31.45	 13.56	 55.127	 50.253	 62.402	 58.210	 50.01	 48.83
Control	 59.96	 16.464	 37.33	 23.8949	  5.94	 12.61691	 26.37	 62.315	 97.286	  9.31	 32.768	 89.326	 40.52	 13.73	 25.674	 86.7011	  4.467	 49.357	 62.38	 44.78	 50.646	 25.830	 27.415	 23.8749	 34.92	 46.9	 47.865	 44.71	 13.18	 23.34	 66.70	 82.46	 79.290	 85.45	 29.90	 69.47	 15.88	  9.83	 17.41	 24.045	 56.82	 81.11	 15.793	 76.26	 32.564	 82.88	 36.90	 42.19	 71.13	 40.87	 81.09	 43.81	 87.73	 11.97	 72.54	 84.09	 97.91	 93.36	 66.70	 42.11	 95.642	 48.65	 89.71	 81.932	 27.900	 23.1644	 93.65	 80.28	 91.10	 84.76	 60.419	 96.90	 93.34	 66.510	 59.587	 22.446	 62.63	  9.70	 93.174	 49.65	 67.16	 46.5184	 62.80	 68.7326	 64.24	 20.979	 37.63	 76.33	 74.81	  7.849	 25.551	 28.077	  5.23	 56.30	 65.331	 34.367	 18.283	 36.272	 32.35	 92.85
Control	 49.35	 81.019	 17.03	 87.7996	 27.51	 95.61519	 18.57	 93.459	 46.913	 16.98	 41.178	 88.276	 91.87	 96.88	 49.167	 71.7662	 79.912	 17.760	 28.35	 83.41	 74.506	 80.554	 30.147	 36.8818	 23.68	 51.1	  5.182	 91.23	  7.46	 49.22	 48.14	 91.09	 44.300	 50.77	 80.63	 85.50	  0.34	 75.77	 45.36	 67.976	 74.64	 38.81	 92.912	 94.94	 48.558	 52.49	 46.77	 20.46	  9.92	 43.77	 87.04	 79.94	  6.91	 61.52	 99.07	 73.47	  0.44	 48.65	 18.86	 42.17	 64.278	 86.44	 34.95	 41.703	 94.101	 38.5122	 23.76	  1.35	 27.43	 68.31	 79.643	  7.71	 86.25	  8.498	 48.289	 75.885	 84.72	 67.83	  7.820	 38.47	 67.05	 35.8770	  7.79	 75.6264	 51.56	 88.354	 52.94	 63.64	 68.70	 36.579	 33.657	 53.854	 65.88	 11.10	  0.795	 20.341	 83.029	  2.773	 34.68	 34.87
Control	 18.62	 86.886	 45.33	 65.4522	  3.11	 76.00028	 18.51	 18.293	 90.067	 89.98	 20.241	 81.406	 80.88	 65.42	 11.748	 89.2211	 36.828	 20.179	 79.85	 18.60	 83.835	 16.484	 34.904	 14.8025	 10.16	  9.0	 25.514	 89.01	 72.21	 60.72	 68.16	 82.85	 33.327	 41.74	 78.04	 19.88	 44.84	 93.93	 66.90	  7.044	 98.29	 68.52	  3.608	 11.16	 84.768	 98.72	 19.36	  2.48	 55.22	 61.87	 18.87	 96.24	 68.24	 11.84	  3.53	 38.45	 97.79	 36.69	  4.86	  0.64	 95.442	 42.06	 81.59	 37.426	 55.609	 14.9871	 34.57	 45.79	 45.36	  1.36	  6.201	 21.97	 20.37	 88.345	 29.356	 97.456	 18.17	 33.65	 59.346	 30.62	 17.86	 69.3734	 59.11	 91.8605	 95.14	 75.373	 65.04	 33.36	  9.06	 24.395	 84.558	 67.031	  7.67	  7.45	  0.723	 68.574	 85.938	 48.794	 54.55	 95.42
Case	 82.74	 51.428	 25.84	 48.2371	  1.45	 13.68957	 37.93	 39.296	  0.443	 42.26	 81.267	 63.326	 54.01	 94.65	 51.281	 68.1808	 56.331	 24.888	 92.02	 51.13	 86.907	 97.741	 32.913	 93.7762	 83.21	 13.5	 14.263	 33.16	 49.22	 29.98	 80.41	 44.18	 62.577	 31.94	 36.48	 30.51	  4.12	 47.16	 70.81	 64.656	 81.01	  0.39	  4.932	  8.08	 44.026	 71.23	 89.69	 42.61	  7.10	 22.21	 40.78	 97.10	 56.32	 37.56	 86.29	 60.07	  3.02	 83.57	  7.99	 72.36	 78.739	 74.02	 81.94	 77.863	 10.303	 55.1970	 55.23	 67.69	 34.58	 93.14	 78.270	 41.05	 43.64	 61.579	 72.909	 48.951	 98.25	  8.82	 76.569	 43.91	  7.86	 72.8731	 45.97	 70.3589	  2.13	 66.873	 24.39	 78.59	 70.62	 80.897	 47.523	  5.739	 70.99	  3.62	  3.729	 57.152	 50.630	 73.189	  4.05	 69.53
Case	 66.85	 62.720	 33.63	 97.1030	 48.72	 93.08651	 84.70	 34.300	 87.825	 74.77	 64.203	 94.109	 10.73	 12.51	 65.788	 45.7640	 24.700	 72.938	 78.80	 47.50	 19.311	  3.572	 80.950	 21.2414	 40.39	 99.6	 48.288	 85.27	  9.95	 66.86	 78.27	 76.83	 13.619	  5.09	 77.72	 52.83	  7.15	 56.55	 11.97	 10.212	 79.16	 83.29	 67.030	 58.29	 50.801	 29.65	 43.97	 43.60	 54.24	 62.75	 18.85	  8.60	 13.80	 74.72	 71.48	 44.09	 72.09	 55.92	 33.63	 74.50	 78.693	 36.32	  5.88	 94.938	  1.529	 27.8166	 59.45	  1.99	 69.49	 69.13	 83.764	 69.24	 32.91	 31.283	 92.263	 70.023	 43.78	 97.95	  7.894	 14.52	 44.15	 77.8863	 14.13	 43.1626	 80.84	 78.612	 63.38	 92.10	 12.26	 48.709	 10.765	 82.170	 94.55	 87.39	 39.455	 53.791	  0.989	 42.421	 44.38	 88.95
Case	 79.42	 84.443	 88.96	 46.0026	 59.52	 38.61829	 49.81	 94.041	 81.270	 82.27	 27.687	 69.391	 45.44	 55.39	 12.155	 29.3657	 73.433	 90.860	 69.30	 46.58	 21.633	 82.551	 27.448	 72.9067	 93.89	  4.2	 48.969	 55.69	 92.17	  7.94	 51.33	 51.98	 54.868	  3.27	 96.70	 62.54	 65.66	 83.65	 53.17	 95.576	 58.04	  0.73	 58.029	 99.88	 99.992	 34.50	 24.09	 75.02	 89.70	 12.18	 18.22	 33.32	  6.40	 20.88	 61.25	 81.69	 62.20	 12.33	 27.60	 37.12	 72.799	 87.66	 83.01	 42.891	  0.955	 54.1877	 28.47	 29.39	 68.49	 42.62	 45.664	 26.13	 80.66	 45.082	 26.270	 49.138	 56.14	  0.62	 37.812	 89.31	 40.77	 88.5098	 99.39	 39.4658	 28.76	 26.796	 91.70	 44.07	 77.12	 83.640	 58.233	 65.876	 86.45	 32.36	 49.309	 96.694	 16.137	 81.774	 69.10	 18.04
Case	 10.79	 28.487	 20.19	 62.2056	 59.79	  5.92230	 79.06	 94.838	 94.197	 95.47	 10.356	 84.370	  5.20	 46.95	 51.593	 88.4529	 70.366	 50.001	 69.73	 91.00	 65.042	  4.115	 93.909	 62.5292	 37.40	 25.0	 60.414	 40.15	 31.59	 41.03	 21.73	 14.84	 92.183	 54.35	 23.11	 24.51	  3.50	 75.18	 28.42	 74.823	 18.56	 20.77	 40.173	 33.53	 30.410	 53.06	 97.64	 87.93	 57.47	 70.16	 21.31	 57.34	 71.38	  3.44	 88.81	 92.36	 64.28	 28.72	 61.02	 31.74	  9.997	 33.91	 45.63	 91.716	 61.913	 97.2725	 47.39	 45.06	 47.55	 62.75	 22.183	 64.48	 11.59	 97.667	 99.369	 44.351	 92.02	 27.51	 28.667	 14.27	 63.86	 40.1422	 13.77	 98.2785	 82.39	  6.954	 54.71	 74.52	 42.91	 37.289	 16.132	 91.640	 59.62	 75.92	 12.379	 92.669	 71.197	 77.013	 82.39	 62.94
Case	 72.37	 66.723	 57.92	 38.8418	 39.77	 98.63574	 83.85	 40.619	 23.963	 68.54	 25.600	 38.464	 75.87	 86.17	 30.168	 87.0274	 73.682	 67.817	 24.19	 65.14	 33.517	  5.308	 90.227	 69.7190	 15.63	 78.5	 62.536	 64.95	 32.77	  3.33	 17.81	 79.78	 27.603	 38.98	 95.28	 31.21	 23.21	 68.40	 40.81	 15.023	 98.85	 90.66	 23.546	 88.46	  4.922	 66.25	 48.38	 50.99	 60.49	 37.32	 58.46	 45.58	 50.75	 86.81	 83.98	 76.11	 96.09	 37.89	 40.85	 67.09	 18.412	 45.82	 88.32	 19.572	 21.886	 69.7466	 46.08	 87.82	 39.81	 84.95	 46.971	 95.69	 19.18	 77.531	 35.187	 41.879	 81.94	 24.56	 31.309	 31.06	 69.03	 74.0896	 57.98	 44.0923	 18.91	 74.920	 31.51	 82.17	  0.91	 22.349	 52.281	 28.771	  5.92	 92.10	 18.157	 85.788	 58.053	 21.088	 60.68	 98.96
Control	 41.13	 15.047	 20.76	  0.6593	 39.68	 76.69069	 45.69	 74.374	 75.501	 50.05	  5.786	 39.113	  8.38	 61.62	 76.033	 33.5666	 80.186	 45.324	 21.84	 25.78	 50.766	 51.349	 17.705	 96.9133	 12.37	 92.5	 38.603	 38.55	  6.70	 27.47	 25.08	 98.63	 91.741	 59.80	 35.91	 96.27	 74.34	  3.31	 74.66	 30.763	 92.95	 61.18	 21.011	 47.90	 33.414	 54.17	 68.39	 21.89	 20.95	 45.87	  7.93	 93.73	 79.71	 30.33	 26.83	 15.55	 80.46	 17.36	 27.60	 48.68	  2.433	 94.90	 60.44	 66.676	 79.266	 49.0186	 54.15	 44.02	 56.35	 25.24	  3.939	 88.57	 91.25	 98.882	 81.518	 31.414	 17.93	 95.19	 77.521	 14.45	 72.40	 86.2706	 31.60	 71.1029	 65.05	 88.830	 32.61	 94.38	 84.17	 18.869	 76.849	 41.750	 19.00	 44.19	 96.947	 31.540	 14.004	 39.587	 97.74	 13.03
Case	 82.09	 98.173	 28.15	 93.8319	 81.61	 69.80321	 79.95	 90.028	 96.054	 27.55	 24.746	 58.848	 60.35	 10.26	 91.526	  4.9697	 75.207	  9.642	 92.27	 59.36	 65.284	 28.263	 79.825	 47.0382	 71.14	 27.8	 28.269	 42.35	 61.12	 43.71	  4.99	 38.56	 32.910	  6.29	 75.31	 93.63	 39.04	 47.16	  7.05	 90.793	 18.42	 37.96	 43.682	 52.23	 12.816	 34.11	  5.87	 73.73	 55.97	 36.32	 20.71	 54.84	 26.64	  3.44	  6.43	 75.98	 12.16	 77.90	 18.49	 38.54	 55.327	  8.19	 84.02	 69.490	  1.532	 47.2590	  4.60	  3.14	 99.37	 18.51	 37.644	 33.37	 80.39	 69.176	  8.848	 19.571	 39.97	  4.82	 89.462	 16.25	 20.61	 38.6273	 47.30	 22.1425	 15.29	 18.171	 62.44	 59.97	 91.58	 27.818	 24.524	 85.111	 14.05	 66.55	  1.218	 37.798	 17.756	 69.885	 86.41	 33.07
Case	 64.71	 29.701	 78.63	 24.2171	 23.52	 72.33291	 38.19	 28.872	 72.135	 22.89	 21.501	 53.048	 23.00	 96.30	 45.743	 41.6380	 63.378	  4.996	 33.98	  3.82	 96.558	 43.357	  8.280	 37.5687	 25.20	 84.1	  5.328	 43.24	  0.22	 62.06	 73.79	 75.93	 14.124	  5.12	 69.73	 73.65	 91.00	 57.78	 72.36	 17.802	 92.11	 43.58	 94.267	 31.36	 71.336	 22.87	 37.04	 28.04	 81.70	 83.60	 67.89	 14.63	 40.94	 22.35	 97.37	 97.91	 30.08	  3.94	 92.00	 16.41	 63.754	 51.57	 15.03	 73.573	 60.667	 24.2986	  6.15	 29.54	 30.95	 70.76	 61.942	 79.23	 24.33	 23.460	 32.015	 75.811	 16.36	 67.62	 36.685	 36.55	 33.22	 19.2159	 17.25	  7.5357	 71.17	 50.508	  0.67	 42.92	 49.71	 81.669	 16.114	 88.000	 37.63	 10.77	 33.298	 17.821	 28.390	 97.996	 48.23	 86.51
Case	 78.29	 11.508	 17.30	 56.5595	 82.69	  8.00228	 75.97	 49.621	 57.231	  1.44	 49.367	 97.764	 96.68	 42.13	 92.107	 37.6694	 24.761	 86.618	 14.86	 44.26	 51.466	 49.841	 28.569	 27.2537	 56.70	 66.5	 12.468	 26.72	 98.60	 77.47	 42.01	 13.90	 61.428	 99.46	 83.07	 16.23	 90.05	  9.85	 57.04	 27.616	 98.38	  3.74	 76.860	 66.07	 59.005	 21.71	 59.84	 52.33	 21.38	 27.86	  7.69	 88.19	 43.66	 65.52	 93.28	 92.02	 91.39	 69.67	 55.82	 31.21	 38.403	 84.57	 21.61	 78.654	 52.273	 52.6280	 90.03	 88.24	 48.15	 45.17	  3.704	 94.41	 51.39	 83.396	 60.081	 57.786	 93.57	 60.03	 23.717	 24.41	 28.75	 93.6349	 72.56	 42.3524	 51.29	 59.962	 20.79	 21.51	 27.34	 44.767	 90.925	 57.486	 39.41	 75.35	 88.407	 22.288	 55.856	 58.981	 77.41	 77.76
Control	 55.30	 16.320	 57.07	 18.0899	 53.35	 93.86824	 43.68	 87.594	 17.887	 72.90	 65.345	 19.765	 60.46	 45.32	 25.912	  6.6008	 55.134	  2.687	 50.32	 46.68	  6.166	  1.188	 66.132	 21.9816	 74.42	 83.9	 80.774	  0.60	 68.29	 48.51	 68.44	 53.52	 38.108	 66.54	 46.78	 50.70	 58.97	  8.18	 22.35	 40.489	 52.63	 97.35	 10.214	 27.65	 54.096	 79.07	 93.75	 77.66	 27.71	  9.34	 29.17	 74.64	 43.31	 70.92	 80.76	 33.18	 70.70	 10.69	 35.18	 95.69	 51.410	 27.36	 83.58	 85.952	 36.288	 99.8526	  4.19	 82.18	 66.31	 99.52	 65.961	 41.68	 16.46	 16.983	 89.289	 91.309	 41.22	 40.79	  7.508	 48.19	 56.46	 63.0658	 11.86	 41.9240	 29.69	 43.886	 10.55	 54.34	 77.00	 23.919	 16.216	 17.628	 67.57	 85.71	 64.865	 24.326	 48.189	 35.239	 93.04	 82.73
Case	 52.97	 94.404	 41.93	 90.4499	 92.89	 97.80406	 90.42	 34.455	 39.478	 24.99	 32.903	 84.423	 63.96	 55.52	 34.378	 42.7524	 23.476	 22.002	 50.05	 76.49	 15.102	 24.948	 78.477	  4.3666	 56.17	 99.5	 53.469	 28.95	  7.37	 18.09	 73.23	 82.62	 76.536	 13.96	 84.18	 92.49	 79.50	 49.65	 88.69	 94.644	 12.18	 43.18	 35.819	 17.63	 42.727	 49.55	 36.68	 72.48	 84.63	  5.59	 28.92	 68.63	 72.84	 44.59	 79.38	 52.52	 30.12	 17.57	 19.97	 75.12	 29.097	 79.57	 19.03	 84.999	 40.181	 96.6452	 78.74	 90.68	 21.83	 34.17	 40.513	 67.27	 17.13	 36.173	 77.547	 81.942	 96.26	  3.87	 94.270	 77.11	 29.42	 48.6528	 85.73	 83.6662	 33.79	 94.848	 23.60	 22.79	 74.43	 90.590	 38.652	 29.760	 55.67	 42.98	 60.642	 44.599	  9.261	  6.527	 47.63	 60.33
Control	 78.94	 79.486	 26.76	  8.4291	 54.98	 82.67048	 31.95	 26.357	 20.090	 16.12	 86.389	  9.503	 91.90	 21.24	 42.917	 77.6257	 25.861	 48.980	 66.35	 43.57	 63.557	 18.877	 77.658	  7.5095	 28.58	 70.1	 88.418	 72.57	 86.77	 69.02	 50.35	 22.21	 83.908	 67.67	 54.01	 63.17	 23.27	 77.73	 40.95	 19.772	 47.11	 95.76	 10.652	 44.42	 57.625	  3.98	 20.28	 15.29	 76.51	 70.02	 79.04	 84.76	 55.14	 91.34	 85.30	 69.37	  6.78	 30.69	 29.19	 70.77	 99.381	 81.92	 76.81	 93.801	 56.985	 42.4016	  4.12	 78.14	  1.84	 81.41	 63.838	 99.23	 68.05	 28.505	 60.080	 88.161	 85.82	 73.43	 94.520	 78.43	 32.56	 22.1252	 74.11	 26.9874	 69.43	 81.294	 57.35	 37.99	 43.94	 44.338	  5.835	 31.291	 22.28	 23.19	  7.172	 49.846	 55.027	 93.355	 91.69	 49.12
Control	  2.33	 97.469	  4.78	 90.1172	 76.01	 11.73855	  8.26	 50.877	 82.289	  1.70	 63.779	 38.115	 14.79	 39.00	 33.028	 92.9284	 95.289	 24.915	 86.22	 64.43	 10.296	 14.694	 12.182	 39.4083	 99.11	 64.0	 47.202	 76.36	 95.99	 78.81	 77.60	 64.09	 67.709	  7.71	 89.91	 11.96	  0.86	 11.46	 36.69	 13.292	 48.12	 88.78	 49.597	 25.55	 33.961	 94.75	 66.17	 49.91	 98.25	 95.44	 30.98	  4.23	 75.26	 84.17	 85.68	 76.58	  7.58	 93.51	 97.69	 75.60	 83.171	 90.14	 72.78	 53.704	 46.879	 25.7584	 89.95	 38.23	  9.72	 50.75	 54.702	 24.02	 35.48	 76.035	 20.639	 78.815	 18.97	 64.45	 42.113	 35.33	  8.69	  7.4806	 75.72	 20.8601	 86.13	 62.861	 19.76	 12.39	 43.76	  9.835	 20.173	 91.537	 47.18	 38.98	 99.129	  9.650	 45.746	  2.687	 36.52	 78.04
Control	 47.72	 34.909	 10.35	 89.1611	  6.85	 42.24089	 81.63	 17.651	 67.847	 48.61	  1.378	  4.588	 32.91	 21.62	 75.283	 29.4362	 85.687	 13.121	 19.34	 74.90	 77.269	 41.186	 37.232	 36.3968	 70.80	 33.6	 15.894	 25.14	 72.09	 27.48	  1.74	 96.34	 14.219	 97.19	 31.76	 29.55	 15.29	 51.50	 55.17	 50.809	 83.61	 64.00	  4.324	 29.69	 87.799	 86.48	 96.31	 76.84	 35.76	 45.81	 90.97	 26.98	 80.20	 82.44	  1.64	 87.14	 50.05	 24.30	 84.73	 51.35	 47.807	 18.43	 33.09	 62.604	 55.582	 99.4311	 42.48	 60.39	 25.41	 95.27	 12.254	 98.77	 93.68	 99.708	 57.365	 57.007	 15.83	 77.06	 63.868	 84.60	 37.04	 84.8349	 17.82	 84.9585	 99.03	 10.616	  9.00	 47.20	 49.24	 57.628	 61.207	 29.539	 36.46	 54.79	 69.731	  8.672	 47.869	 52.447	 42.68	 88.42
Control	 73.23	 50.197	 31.40	 72.3375	 79.36	 57.54946	 89.85	 95.931	 24.405	 10.29	 52.916	 15.262	 73.24	 76.08	 84.390	 19.3273	 27.567	 67.879	 15.90	 40.44	 41.023	 29.347	 29.777	 25.8301	  5.64	 60.9	  0.136	  6.01	 59.98	 93.20	 45.27	 77.04	 57.343	 66.34	 37.42	 22.16	 77.00	 81.47	 40.15	  7.212	 66.12	 97.10	 71.998	 48.64	 33.084	 36.64	 37.20	 71.55	 98.27	 71.35	 23.72	 69.29	 74.64	 74.58	 76.85	 72.90	 54.95	  8.34	 67.83	 61.97	 57.721	 26.00	 23.15	 67.817	 61.704	 18.5366	 66.91	 18.14	 40.73	 45.95	  3.947	 53.75	 77.72	  2.949	  5.248	 54.352	  6.31	 30.68	  9.115	 74.45	 97.50	 68.2375	 84.65	 79.9475	 29.58	 72.402	 62.45	 81.58	 78.56	 35.492	  9.483	 85.613	 59.73	 17.44	 44.336	 33.290	 50.806	  9.380	 58.81	 20.77
Case	 69.27	 81.040	 80.06	 56.4810	 63.28	 98.59954	 96.65	 10.446	 93.290	 80.15	 83.436	 77.472	 68.06	 68.78	  1.087	 79.3809	 55.452	 72.898	 12.32	 65.79	 87.023	 26.149	 75.271	 33.6704	 71.70	 72.0	 64.477	 57.39	 64.93	 16.50	 31.28	  6.28	 92.900	 90.18	 20.23	 59.97	 78.95	 84.08	 32.64	 57.527	 72.58	 61.88	 13.057	 49.37	 42.843	 13.63	 85.71	 59.00	 40.29	 80.38	 89.64	 29.23	 20.07	 36.24	 59.82	 64.69	 43.70	 52.70	 67.80	 10.52	 70.276	 17.69	 30.21	 56.150	 63.434	 75.8035	  9.10	 61.92	 15.26	 64.71	 82.326	 99.17	 30.23	 57.474	 49.830	 18.740	 15.18	 96.86	 81.585	 43.90	 34.57	  4.1570	  5.07	 26.6949	 56.58	 44.677	 46.00	 46.94	 29.26	 89.373	 84.545	 82.176	 32.97	  9.57	 36.655	 66.501	 29.297	  9.209	 11.03	 30.71
Case	 47.76	  0.711	 22.93	 38.8610	 38.46	 12.10536	 57.31	 13.411	 99.634	 35.43	 50.286	 39.459	 55.94	 22.17	 66.670	 93.6678	 87.694	  2.557	 70.36	  7.05	 77.204	 71.094	 49.958	 46.2511	 13.49	 18.1	 11.048	 34.68	 46.26	 13.65	 53.01	 81.11	 59.243	 78.27	 71.85	 95.72	 32.31	 38.75	 87.54	 76.796	 95.73	 33.34	 38.465	  1.20	 48.956	 19.43	 18.67	 77.57	 99.55	 99.62	 76.83	 58.93	 66.71	 86.62	 83.16	 83.85	 36.14	 26.38	 88.94	 67.15	 80.050	 49.95	 96.66	 52.248	 11.870	  5.9437	 12.39	 83.50	 50.97	  1.80	  2.374	 47.79	 91.68	 75.678	 35.174	 51.512	 55.41	 74.20	 13.778	 39.53	 79.53	 34.1827	 59.95	 27.7773	 46.58	 38.039	 29.14	 19.73	 14.32	 55.138	 83.958	 53.428	 44.58	 94.72	 60.918	 32.518	 79.077	 58.215	 70.95	 33.05
